NUMERO,DESCRICAO,FAMILIA,PRECO1,PRECOVENDA,STOCK,MARGEM
898,GELATINA GELLIMIX LARANJA 48X100 GR,Alimentos,"903,44",1.034,"20,96","14,45%"

899,GELATINA GELLIMIX ANANAS 48X100 GR,Alimentos,"903,42",1.034,"17,40","14,45%"

900,VINHO ADEGA GRANDE RES. TINTO 6X75 CL,alcoolicas,"1.670,51",1.912,"5,00","14,46%"

901,GELATINA GELLIMIX TUTTI - FRUTTI 48X100 GR,Alimentos,"903,31",1.034,"11,91","14,47%"

902,AZEITONA VERDE OLIV.SERRA BOLSA 24X170 GR,Alimentos,"1.090,19",1.248,"1,91","14,48%"

903,HAMBURGER GALINHA HABEK 12X70GR,Alimentos,"254,10",291,"1,00","14,52%"

904,CHOC. PARA BARRAR ARMANTI 6X800 GR,Alimentos,"1.562,94",1.790,"134,66","14,53%"

905,DET. CIF BRANCO 16X500 ML,OUTROS/DIVERSOS,"1.821,27",2.086,"0,50","14,54%"

906,BOL. RACINE WAFER LIM_O 30X115 GR,Alimentos,"1.134,94",1.300,"208,97","14,54%"

907,FARINHA MILHO FINA BRANCA FLOR 10X500 GR,Alimentos,"475,78",545,"41,00","14,55%"

908,DESOD. ROLL-ON NIVEA B&W F. MEN R_ 693/674 6X50 ML,cosmeticos,"960,23",1.100,"14,50","14,56%"

909,PO P/REFRESCO FOSTER GUAVA PCT 12X30 GR,n_alcool,"181,57",208,"644,33","14,56%"

910,BOL. RACINE WAFER CHOCOLATE 30X115 GR,Alimentos,"1.134,80",1.300,"212,83","14,56%"

911,ACESS. P/MAQ. ENSAC. LAMINA CORTE 1X1UN,OUTROS/DIVERSOS,"364,00",417,"2,00","14,56%"

912,DESOD. ROLL-ON NIVEA P. INVIS. RF_ 086/896 6X50ML,cosmeticos,"960,11",1.100,"16,00","14,57%"

913,BOL. RACINE WAFER MORANGO 30X115 GR,Alimentos,"1.134,52",1.300,"208,16","14,59%"

914,COMINHOS MOIDA TOP FRASCO 10X35 GR,ESPECIARIAS,"596,00",683,"10,50","14,60%"

915,SALSA EM FOLHA TOP FRASCO 10X12GR,ESPECIARIAS,"576,76",661,"16,00","14,61%"

916,LIXIVIA MODERNA 3X5 LT,PRODUTOS DE HIGIENE LIMPEZA,"383,03",439,"10,34","14,61%"

917,COGUMELOS CORTADOS TREVI 12X355 GR,Alimentos,"906,26",1.039,"14,25","14,65%"

918,LUNCHEON MEAT PORCO ARMANTI 24X320 GR,Alimentos,"2.112,06",2.422,"62,00","14,67%"

919,FEIJ_O MANTEIGA TREVI LATA 12X425 GR,Alimentos,"636,43",730,"8,50","14,70%"

920,GUARDANAPO RENOVA LARANJA (32X30) 36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.830,79",2.100,"6,50","14,70%"

921,GELATINA GELLIMIX MORANGO 48X100 GR,Alimentos,"901,36",1.034,"4,29","14,72%"

922,GEL BANHO AVEIA DUCHE AMALFI 16X750 ML,cosmeticos,"1.924,34",2.208,"5,50","14,74%"

923,LUNCHEON MEAT PORCO ARMANTI 24X190 GR,Alimentos,"1.587,83",1.822,"76,25","14,75%"

924,GEL BANHO INTENSO DUCHE AMALFI 16X750 ML,cosmeticos,"1.924,13",2.208,"2,57","14,75%"

925,P_SSEGO EM CALDA METADE TREVI 12X840 GR,Alimentos,"1.499,55",1.721,"12,00","14,77%"

926,FEIJ_O SECO BRANCO TREVI 20X500 GR,Alimentos,"1.462,93",1.679,"1,75","14,77%"

927,PO P/REFRESCO FOSTER ANANAS/GENGIBRE PCT 12X30 GR,n_alcool,"181,22",208,"10,00","14,78%"

928,DESOD. ROLL-ON NIVEA DRY MASC IMPACT RF 490 6X50ML,cosmeticos,"958,21",1.100,"28,00","14,80%"

929,GEL BANHO FLOR BAUNILIA DUCHE AMALFI 16X750 ML,cosmeticos,"1.923,34",2.208,"2,00","14,80%"

930,DESOD. ROLL-ON NIVEA SEN. PROT. RF_ 048 6X50ML,cosmeticos,"958,11",1.100,"18,00","14,81%"

931,FEIJ_O FRADE TREVI LATA 12X425 GR,Alimentos,"635,76",730,"2,58","14,82%"

932,GEL BANHO CHOC. DUCHE AMALFI 16X750 ML,cosmeticos,"1.922,69",2.208,"1,50","14,84%"

933,"DET. P_ SKIP NATURAL 75 Dos 4X4,5 KG",PRODUTOS DE HIGIENE LIMPEZA,"5.220,73",5.996,"0,25","14,85%"

934,CUSCUZEIRA DE ALUM. (R-43 DM 16 CM) 6X1UN,OUTROS/DIVERSOS,"4.483,98",5.152,"10,00","14,90%"

935,"CEREAL, FLOCOS AVEIA NORMAL CIMARROM 12X200 GR",Alimentos,"480,34",552,"110,68","14,92%"

936,DET. CIF LIM_O 16X500 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.815,17",2.086,"0,50","14,92%"

937,P_ LIXO C/BORRACHA 001 1X10 UN,OUTROS/DIVERSOS,"445,39",512,"21,30","14,96%"

938,DET. P_ M_Q. JOEL ECON_MICO 1X25 KG,OUTROS/DIVERSOS,"3.150,56",3.622,"30,00","14,96%"

939,VINHO CHILENO MOMENTOS SHIRAZ TINTO 6X75 CL,alcoolicas,"5.244,25",6.030,"0,83","14,98%"

940,SHAMPOO MORANGO AMALFI 10X400 ML,cosmeticos,"860,96",990,"1,00","14,99%"

941,PANO PO LIMPEZA CORES (R-010375) MONTSO 1X12 UN,OUTROS/DIVERSOS,"639,19",735,"4,00","14,99%"

942,FEIJ_O SECO VERMELHO TREVI 20X500 GR,Alimentos,"1.460,05",1.679,"2,00","15,00%"

943,CEREAL FLOCOS AVEIA FINO INTEGRAL 100% 12X400 GR,Alimentos,"815,65",938,"12,17","15,00%"

944,"SUMO MOCITOS LARANJA PCT 8X1,5 LT",n_alcool,"1.133,42",1.304,"1,00","15,05%"

945,GEL BANHO AMALFI AMORA/GROSELHA 16X750 ML,cosmeticos,"1.918,87",2.208,"0,50","15,07%"

946,FEIJ_O SECO VERMELHO TREVI 1X5 KG,Alimentos,"720,19",829,"0,34","15,11%"

947,MOLHO INGL_S TREVI 12X133 ML,Alimentos,"626,35",721,"2,00","15,11%"

948,GUARDANAPO RENOVA AMARELO (32X30) 36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.823,88",2.100,"9,75","15,14%"

949,CRAVINHO MOIDO BOLSA EL CHIMBO 1X1 KG,ESPECIARIAS,"1.418,81",1.634,"7,00","15,17%"

950,BEBIDA ENERG_TICA RED BULL LATA 24X25 CL,n_alcool,"3.226,06",3.717,"159,34","15,22%"

951,PASTA DE AMENDOIM 12X350 GR,Alimentos,"2.050,12",2.363,"4,25","15,26%"

952,FEIJ_O SECO PINTO 1X5 KG,Alimentos,"510,81",589,"14.753,73","15,31%"

953,DROPS TIFFANY CANDY ZOOM 1X700 GR,CONFEITARIAS,"286,18",330,"168,00","15,31%"

954,PAPEL COZINHA AMANHECER XXL 2FOLHA  6X1UN,PRODUTOS DE HIGIENE LIMPEZA,"1.429,14",1.648,"42,67","15,31%"

955,MORTADELA c/AZEITONA 1X1 KG,Alimentos,"278,36",321,"4,15","15,32%"

956,FEIJ_O SECO VERMELHO 1X5 KG,Alimentos,"709,95",819,"0,94","15,36%"

957,GUARDANAPO ZIG- ZAG ESTRELA (14x14) 50X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.334,02",1.539,"2,50","15,37%"

958,GUARDANAPO E70 RENOVA (32x30) 36X1 MA_.,PRODUTOS DE HIGIENE LIMPEZA,"1.665,98",1.922,"106,01","15,37%"

959,VINHO ADEGA GRANDE DOC DO TEJO TINTO 6X75 CL,alcoolicas,"1.849,48",2.135,"8,00","15,44%"

960,LUVAS ( GUANTES )MENAGE MEDIA BICOLOR 12X1 PAR,OUTROS/DIVERSOS,"797,66",921,"1,00","15,46%"

961,DET. P_ P/M_Q. XAU ORIGINAL 8+2D 14X625 GR,OUTROS/DIVERSOS,"3.234,78",3.735,"3,14","15,46%"

962,SEMENTE LINHA_A DOURADA MOIDA 100% 4X1 KG,Alimentos,"1.223,73",1.413,"8,25","15,47%"

963,"TOMATE, CONC. ARMANTI LTA 50X140 GR",Alimentos,"1.279,15",1.477,"651,00","15,47%"

964,FERMENTO INSTAFERM 20X500 GR,Alimentos,"2.910,60",3.361,"126,00","15,47%"

965,DROPS TIFFANY CANDY MENTA 1X700 GR,CONFEITARIAS,"285,74",330,"1,00","15,49%"

966,FEIJ_O PRETO TREVI LATA 12X425 GR,Alimentos,"631,48",730,"5,50","15,60%"

967,VINHO CAMPINO BRANCO PACOTE 12X1 LT,alcoolicas,"1.590,81",1.839,"9,01","15,60%"

968,GUARDANAPO ART TABLE RENOVA (22x22)  36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"2.052,45",2.373,"29,25","15,62%"

969,SHAMPOO LOVIN ALOE VERA 6X750 ML,cosmeticos,"537,89",622,"20,34","15,64%"

970,AMAC. ROUPA FRESCOR COLONIA ROMAR 6X2 LT,cosmeticos,"968,63",1.121,"3,83","15,73%"

971,AMAC. ROUPA CEU AZUL ROMAR 6X2 LT,cosmeticos,"968,56",1.121,"3,50","15,74%"

972,PAPEL HIG. SUPER RENOVA DUP. 32X2 ROL,PRODUTOS DE HIGIENE LIMPEZA,"1.005,71",1.164,"4,00","15,74%"

973,AMAC. ROUPA DELICADA ROMAR 6X2 LT,cosmeticos,"968,46",1.121,"2,50","15,75%"

974,GR_O BICO SECO TREVI 1X5 KG,Alimentos,"629,79",729,"4,47","15,75%"

975,"TOMATE, CONC. ARMANTI LTA 6X2,2 KG",Alimentos,"1.468,53",1.700,"734,16","15,76%"

976,AMAC. ROUPA FLORAL ROMAR 6X2 LT,cosmeticos,"968,23",1.121,"1,50","15,78%"

977,FEIJ_O SECO PEDRA NACIONAL 1X5 KG,Alimentos,"669,35",775,"0,34","15,78%"

978,LIM_O IMP. KG,Alimentos,"190,00",220,"15,92","15,79%"

979,"TOMATE, PELADO TOP 12X390 GR",Alimentos,"667,58",773,"13,00","15,79%"

980,DET. CIF CREME (JAVEL) LIXIVIA 14X750 ML,PRODUTOS DE HIGIENE LIMPEZA,"2.056,40",2.382,"4,50","15,83%"

981,CERVEJA SUPER BOCK LATA 24X50 CL,alcoolicas,"2.385,87",2.764,"25,96","15,85%"

982,CHOURI_O CARNE SANTA MARIA 1X1 KG,Alimentos,"251,14",291,"122,25","15,87%"

983,FEIJ_O SECO FRADE TREVI 1X5 KG,Alimentos,"634,26",735,"15,00","15,88%"

984,"DET. P_ B29 6X1,8 KG",PRODUTOS DE HIGIENE LIMPEZA,"2.165,03",2.509,"91,83","15,89%"

985,BOL. RACINE SALGADO TRADICIONAL 30X90 GR,Alimentos,"914,31",1.060,"3,00","15,93%"

986,ACESS. P/MAQ. ENSAC. TELA GLASS. ADESIVA 3MM 1X1UN,OUTROS/DIVERSOS,"3.105,00",3.600,"5,00","15,94%"

987,MORTADELA SIMPLES 1X1 KG,Alimentos,"266,45",309,"9,36","15,97%"

988,GUARDANAPO RENOVA ROSA 36X1 MA_O,PRODUTOS DE HIGIENE LIMPEZA,"1.888,63",2.191,"2,75","16,01%"

989,BOL. RACINE MORANGO 30X130 GR,Alimentos,"887,28",1.030,"265,80","16,09%"

990,PENSO HIG. ULTREX 8_S PLUS 12X8 UN,PRODUTOS DE HIGIENE LIMPEZA,"815,72",947,"726,25","16,09%"

991,PENSO HIG. ULTREX 8_S NIGHT 12X8 UN,PRODUTOS DE HIGIENE LIMPEZA,"815,69",947,"504,58","16,10%"

992,DET. P_ B29 10X900 GR,PRODUTOS DE HIGIENE LIMPEZA,"2.021,14",2.347,"821,30","16,12%"

993,FIAMBRE POPULAR 1X1 KG,Alimentos,"328,93",382,"44,17","16,13%"

994,DET. P_ B29 10X500 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.077,88",1.252,"622,20","16,15%"

995,PENSO HIG. ULTREX 10_S FIT 12X10 UN,PRODUTOS DE HIGIENE LIMPEZA,"815,17",947,"1.094,00","16,17%"

996,PENSO HIG. ULTREX 10_S SLIM 12X10 UN,PRODUTOS DE HIGIENE LIMPEZA,"815,09",947,"828,00","16,18%"

997,CARIL MOIDO BOLSA EL CHIMBO 1X1 KG,ESPECIARIAS,"363,19",422,"3,00","16,19%"

998,"TOMATE, CONC. ARMANTI LTA 12X800 GR",Alimentos,"1.245,81",1.448,"391,00","16,23%"

999,BOL. RACINE CHOCOLATE BRANCO 30X130 GR,Alimentos,"885,99",1.030,"177,35","16,25%"

1.000,CORDA NYLON 4mm MEADA 20M SOLAR 12X1UN,OUTROS/DIVERSOS,"1.255,56",1.460,"4,50","16,28%"

1.001,DET. P_ B29 48X100 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.113,62",1.295,"1.089,75","16,29%"

1.002,FRALDA ONLEM ADULTO MEDIO YI SMALL 6X8 FR,PRODUTOS DE HIGIENE LIMPEZA,"1.805,70",2.100,"14,50","16,30%"

1.003,BOL. RACINE GOIABA 30X130 GR,Alimentos,"885,53",1.030,"196,38","16,31%"

1.004,VINHO CASTELO DO SULCO RESERVA TINTO 6X75 CL,alcoolicas,"2.413,95",2.808,"34,00","16,32%"

1.005,LIXIVIA PROLAR 12X1 LT,PRODUTOS DE HIGIENE LIMPEZA,"407,38",474,"0,33","16,35%"

1.006,BOL. RACINE LIM_O 30X130 GR,Alimentos,"885,11",1.030,"220,61","16,37%"

1.007,VINHO PERA DOCE PREMIUM TINTO 6X75 CL,alcoolicas,"5.151,54",5.996,"7,50","16,39%"

1.008,MILHO BRANCO DO BRASIL SACO 1X25 KG,Alimentos,"1.792,15",2.086,"68,22","16,40%"

1.009,COLORAU VERMELHO AVULSO 1X1 KG,Alimentos,"205,32",239,"4.278,74","16,40%"

1.010,DET. P_ B29 30X180 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.228,37",1.430,"1.118,68","16,41%"

1.011,DET. P_ B29 20X320 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.407,83",1.639,"1.255,65","16,42%"

1.012,DOCE TOMATE TREVI FR. 6X340 GR,Alimentos,"615,75",717,"1,00","16,44%"

1.013,CAIXA PLAST. CONJ. 3 SAVIL R-80 OVAL 12X1UN,OUTROS/DIVERSOS,"2.388,99",2.782,"0,25","16,45%"

1.014,BOL. CREAM CRACKER AMANHECER 24X200 GR,Alimentos,"1.231,42",1.434,"19,00","16,45%"

1.015,"LIXIVIA MODERNA 6X2,5 LT",PRODUTOS DE HIGIENE LIMPEZA,"522,09",608,"2,01","16,46%"

1.016,"SEMENTE, LINHA_A EM GR_O AMANHECER 12X250 GR",Alimentos,"880,13",1.025,"0,16","16,46%"

1.017,BOL. RACINE FLOCOS 30X130 GR,Alimentos,"884,04",1.030,"158,97","16,51%"

1.018,VINHO ESP. S/_LCOOL JOY D`OR P_SSEGO 6X75 CL,n_alcool,"1.192,95",1.390,"307,50","16,52%"

1.019,VINHO ADEGA GRANDE TINTO 12X75 CL,alcoolicas,"2.473,54",2.883,"13,76","16,55%"

1.020,VINHO ESP. S/_LCOOL JOY D`OR UVA VERMELHA 6X75 CL,n_alcool,"1.192,42",1.390,"262,50","16,57%"

1.021,VINHO ESP. S/_LCOOL JOY D`OR ANANAS 6X75 CL,n_alcool,"1.192,41",1.390,"353,00","16,57%"

1.022,VINHO ESP. S/_LCOOL JOY D`OR MA__ 6X75 CL,n_alcool,"1.192,41",1.390,"290,50","16,57%"

1.023,VINHO ESP. S/_LCOOL JOY D`OR UVA BRANCA 6X75 CL,n_alcool,"1.192,41",1.390,"217,00","16,57%"

1.024,VINHO ESP. S/_LCOOL JOY D`OR MORANGO 6X75 CL,n_alcool,"1.192,41",1.390,"437,00","16,57%"

1.025,DET. P_ B29 150X30 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.028,52",1.199,"1.194,94","16,58%"

1.026,SHAMPOO ANTICASPA AMALFI 16X750 ML,cosmeticos,"1.607,37",1.874,"4,00","16,59%"

1.027,DET. CIF SPRAY LIMPA FORNOS 6X50 CL,PRODUTOS DE HIGIENE LIMPEZA,"1.706,74",1.990,"0,50","16,60%"

1.028,SHAMPOO KERAT. CAB. OLEOSO AMALFI (175) 16X750 ML,cosmeticos,"1.607,05",1.874,"3,75","16,61%"

1.029,SHAMPOO KERAT ANTI CRESP. AMALFI (112) 16X750 ML,cosmeticos,"1.606,99",1.874,"2,75","16,62%"

1.030,BOL. RACINE COCO 30X130 GR,Alimentos,"883,11",1.030,"227,14","16,63%"

1.031,BOL. RACINE CHOCOLATE 30X130 GR,Alimentos,"882,84",1.030,"262,55","16,67%"

1.032,BOL. RACINE BANANA 30X130 GR,Alimentos,"882,61",1.030,"185,47","16,70%"

1.033,FRALDA RUBIE & YOU ( 2 ) MEDIUM 6X11KG 6X34FR,PRODUTOS DE HIGIENE LIMPEZA,"2.367,73",2.764,"37,84","16,74%"

1.034,NATA PARMALAT P/BATER 27X200 ML,Alimentos,"1.831,80",2.139,"32,97","16,77%"

1.035,CALDO KNORR GALINHA 5X24 CUB,Alimentos,"796,30",930,"852,00","16,79%"

1.036,AGUA DESTILADA LIMPOLAR/PROLAR 3X5 LT,OUTROS/DIVERSOS,"338,96",396,"10,33","16,83%"

1.037,AZEITE SERRATA VIRGEM EXTRA SELE__O GFA. 12X500 ML,Alimentos,"2.489,84",2.910,"12,50","16,87%"

1.038,VINHO ALENTEJO ALABASTRO BRANCO 6X75 CL,alcoolicas,"2.771,13",3.239,"7,50","16,88%"

1.039,GR_O BICO SECO 1X5 KG,Alimentos,"623,66",729,"0,45","16,89%"

1.040,BALDE DE CONSTRU__O PRETO 15L 5X1 UN,OUTROS/DIVERSOS,"441,85",517,"49,00","17,01%"

1.041,VERMUTE BENINI TINTO 6X1 LT,alcoolicas,"2.762,54",3.234,"886,41","17,07%"

1.042,PAPEL COZINHA RENOVA/OL_ 24X2 ROL,PRODUTOS DE HIGIENE LIMPEZA,"1.502,96",1.761,"16,38","17,17%"

1.043,A_AFR_O MOIDA BOLSA 1X1 KG,ESPECIARIAS,"570,87",669,"14,02","17,19%"

1.044,GR_O BICO SECO TREVI 20X500 GR,Alimentos,"1.278,71",1.499,"6,55","17,23%"

1.045,AMAC. ROUPA P_TALAS TALCO 4X4 LT,cosmeticos,"526,29",617,"0,25","17,24%"

1.046,PELICULA ADERENTE 30 MT SIGAL 24X1ROL,OUTROS/DIVERSOS,"1.861,74",2.183,"1,87","17,26%"

1.047,SUMO MOCITOS COCKTAIL FRUTAS PCT 12X1 LT,n_alcool,"1.141,08",1.338,"1,42","17,26%"

1.048,MEL ABELHA MULTI FLORAL DANESTI 12X480GR,Alimentos,"4.011,60",4.704,"2,42","17,26%"

1.049,"VACA, CARNE MOIDA FRIVASA 24X500 GR",Alimentos,"4.237,35",4.969,"9,12","17,27%"

1.050,VERMUTE BENINI BRANCO 6X1 LT,alcoolicas,"2.756,48",3.234,"454,50","17,32%"

1.051,PAPEL TERMICO P/CAIXAS (80x60x11) 10X1 ROL,OUTROS/DIVERSOS,"674,17",791,"819,00","17,33%"

1.052,AMAC. ROUPA P_TALAS CL_SSICO AZUL 4X4 LT,cosmeticos,"525,59",617,"5,25","17,39%"

1.053,AMAC. ROUPA P_TALAS SOFT ROSA 4X4 LT,cosmeticos,"525,57",617,"16,00","17,40%"

1.054,PAPEL COZINHA RENOVA GREEN DO BEM XXL 9X2 ROL,PRODUTOS DE HIGIENE LIMPEZA,"988,89",1.161,"10,00","17,40%"

1.055,SUMO MOCITOS UVA VERMELHA PCT 12X1 LT,n_alcool,"1.139,19",1.338,"0,26","17,45%"

1.056,ARROZ ARMANTI PARBOILIZADO 1X25 KG,Alimentos,"1.445,62",1.699,"5.583,76","17,53%"

1.057,NOZMOSCADA GR_O BOLSA EL CHIMBO 1X1KG,ESPECIARIAS,"2.440,29",2.869,"1,00","17,57%"

1.058,SHAMPOO KERAT. CAB. DANIF. AMALFI (199) 16X750 ML,cosmeticos,"1.593,38",1.874,"0,25","17,61%"

1.059,TREMO_O FRASCO TREVI 12X540 GR,Alimentos,"812,80",956,"14,50","17,62%"

1.060,GUARDANAPO RENOVA VERDE (32X30) 36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.862,04",2.191,"8,00","17,67%"

1.061,AMAC. ROUPA P_TALAS ESS. SUAVE 4X4 LT,cosmeticos,"524,34",617,"30,75","17,67%"

1.062,VINHO ESP. S/_LCOOL JOY D`OR MA__ 12X75 CL,n_alcool,"2.364,01",2.782,"0,25","17,68%"

1.063,LUVAS MENAGE (GUANTES) GRANDE SIGAL 12X1 PAR,OUTROS/DIVERSOS,"538,70",634,"1,91","17,69%"

1.064,VINHO ADEGA GRANDE FRISANTE BRANCO  6X75 CL,alcoolicas,"1.387,99",1.634,"8,68","17,72%"

1.065,VINHO FOGO TINTO PASSITO SODADE 12X375 ML,alcoolicas,"6.337,22",7.461,"5,25","17,73%"

1.066,NOZMOSCADA MOIDA BOLSA EL CHIMBO 1X1KG,ESPECIARIAS,"1.269,59",1.495,"7,00","17,75%"

1.067,NATA PARMALAT P/COZINHAR 27X200 ML,Alimentos,"1.815,50",2.139,"109,82","17,82%"

1.068,VINHO ESP. S/_LCOOL JOY D`OR ANANAS 12X75 CL,n_alcool,"2.361,10",2.782,"0,51","17,83%"

1.069,"TOMATE, CONC. ARMANTI LTA 50X70 GR",Alimentos,"693,36",817,"482,16","17,83%"

1.070,PIMENTA PRETA EM GR_O EL CHIMBO 1X1 KG,ESPECIARIAS,"1.269,07",1.496,"16,00","17,88%"

1.071,COLORAU STANDART ( BOLSA 1KG ) EL CHIMBO  1X1KG,Alimentos,"220,48",260,"839,00","17,92%"

1.072,VINHO ESP. S/_LCOOL JOY D`OR P_SSEGO 12X75 CL,n_alcool,"2.359,00",2.782,"0,25","17,93%"

1.073,AGUA FONTE NOVA 3X5 LT,n_alcool,"272,16",321,"150,67","17,95%"

1.074,VINHO ESP. S/_LCOOL JOY D`OR UVA VERMELHA 12X75 CL,n_alcool,"2.358,67",2.782,"0,25","17,95%"

1.075,AGUA DE COLONIA LAVANDA AMALFI 16X750 ML,cosmeticos,"1.746,42",2.060,"1,00","17,96%"

1.076,PENSO HIG. REGLEX AD 32X10 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.425,94",1.683,"4,63","18,03%"

1.077,NATA PARMALAT P/CULIN_RIA 6X1 LT,Alimentos,"1.571,09",1.855,"1,67","18,07%"

1.078,FEIJ_O SECO BRANCO FIDALGO 1X5 KG,Alimentos,"693,52",819,"2,22","18,09%"

1.079,VINHO ESP. ALENTEJO VINHA D'ERVIDEIRA 4X75CL,alcoolicas,"3.916,10",4.625,"9,00","18,10%"

1.080,CENOURA IMP. KG,Alimentos,"105,84",125,"4,06","18,10%"

1.081,GEL BANHO LOVE DUCHE AMALFI 16X750 ML,cosmeticos,"1.869,45",2.208,"0,50","18,11%"

1.082,CORANTE FOSTER CLARK_S VERMELHO 12X28 ML,Alimentos,"393,53",465,"192,00","18,16%"

1.083,MISTURA MEXICANA 1X10 KG,Alimentos,"1.800,00",2.128,"4,00","18,22%"

1.084,"AZEITE CAMPON_S VIRGEM EXTRA 0,7_ GFA. 12X1 LT",Alimentos,"5.151,91",6.095,"3,25","18,31%"

1.085,PAPEL HIG. SUAVECEL 1X12 ROL,PRODUTOS DE HIGIENE LIMPEZA,"114,11",135,"13,00","18,31%"

1.086,SUMO MOCITOS LARANJA GFA 12X250 ML,n_alcool,"538,86",638,"22,09","18,40%"

1.087,COCO RALADO TREVI BOLSA 12X200 GR,Alimentos,"690,04",817,"22,84","18,40%"

1.088,CORANTE FOSTER CLARK_S VERDE 12X28 ML,Alimentos,"392,66",465,"253,00","18,42%"

1.089,CORANTE FOSTER CLARK_S AMARELO 12X28 ML,Alimentos,"392,63",465,"207,00","18,43%"

1.090,SHAMPOO LOVIN ANTI-CASPA 6X750 ML,cosmeticos,"539,08",639,"0,50","18,54%"

1.091,VINHO DON JO_O 1_ BRANCO 12X75 CL,alcoolicas,"2.346,82",2.782,"3,50","18,54%"

1.092,DENT. AMANHECER BRANQUEADOR 12X75 ML,PRODUTOS DE HIGIENE LIMPEZA,"905,61",1.074,"49,75","18,59%"

1.093,PALHINHAS FLEX_VEIS 10X50 UN,OUTROS/DIVERSOS,"429,07",509,"5,00","18,63%"

1.094,SOPA KNORR CREME LAGOSTA 13X61 GR,Alimentos,"1.051,95",1.251,"4,00","18,92%"

1.095,DENT. AMANHECER HERBAL 12X75 ML,PRODUTOS DE HIGIENE LIMPEZA,"902,74",1.074,"57,25","18,97%"

1.096,DET. LIQ. YES MARSELHA 4X3 LT,PRODUTOS DE HIGIENE LIMPEZA,"1.011,62",1.204,"12,50","19,02%"

1.097,BACALHAU CORRENTE 1X1 KG,Alimentos,"974,58",1.161,"122,38","19,13%"

1.098,CORANTE FOSTER CLARK_S AZUL 12X28 ML,Alimentos,"390,20",465,"91,00","19,17%"

1.099,VINHO FOGO ROSE PASSITO SODADE 12X375 ML,alcoolicas,"6.260,80",7.461,"2,75","19,17%"

1.100,VINHO ALENTEJO TRINCA BOLOTAS TINTO 6X75 CL,alcoolicas,"5.974,29",7.121,"2,00","19,19%"

1.101,LOURO EM FOLHA AVULSO 1X1 KG,Alimentos,"703,22",839,"298,40","19,31%"

1.102,FEIJ_O VERMELHO TREVI LATA 12X420 GR,Alimentos,"611,49",730,"3,08","19,38%"

1.103,DET. LAVA LOU_A BRILHANTE 4X5 LT,PRODUTOS DE HIGIENE LIMPEZA,"1.023,60",1.222,"3,71","19,38%"

1.104,COCO RALADO AVULSO FINO 1X1 KG,Alimentos,"221,97",265,"18.432,48","19,39%"

1.105,FEIJ_O SECO CONGO 1X5 KG,Alimentos,"635,74",759,"6.106,71","19,39%"

1.106,PAPEL TERMICO (63X50X11) 10X1 ROL,OUTROS/DIVERSOS,"1.519,99",1.815,"92,00","19,41%"

1.107,FITA ADESIVA P/EMBALAR 12X1 UN,OUTROS/DIVERSOS,"982,08",1.173,"43,67","19,44%"

1.108,ALIMENTO P/GATO ACTIVPET PATE FRA. /PERU 34X100GR,Alimentos,"654,40",782,"3,00","19,50%"

1.109,PIMENTA BRANCA MOIDA BOLSA EL CHIMBO 1X1 KG,ESPECIARIAS,"1.203,81",1.439,"111,08","19,54%"

1.110,PAPEL VEGETAL RENOVA (50x75) 1X1 RES.,OUTROS/DIVERSOS,"1.664,59",1.990,"61,00","19,55%"

1.111,AMB. ULTRA PRO/AMANHECER MARINHO 12X300 ML,OUTROS/DIVERSOS,"943,93",1.130,"0,50","19,71%"

1.112,PAPEL HIG. LILY 16X4 ROL,PRODUTOS DE HIGIENE LIMPEZA,"646,52",774,"38,50","19,72%"

1.113,"TOMATE, CONC. ARMANTI LTA 24X400 GR",Alimentos,"1.219,16",1.460,"710,17","19,75%"

1.114,ALPISTA PERIQUITO 1X5 KG,OUTROS/DIVERSOS,"528,80",634,"12,10","19,89%"

1.115,PAPEL HIG. LILY 32X2 ROL,PRODUTOS DE HIGIENE LIMPEZA,"751,30",901,"22,00","19,93%"

1.116,PAPEL ALUMINIO 30 MT SIGAL 24X1 ROL,OUTROS/DIVERSOS,"3.910,45",4.695,"4,75","20,06%"

1.117,"TOMATE, PELADO TOP 12X800 GR",Alimentos,"1.099,91",1.322,"9,00","20,19%"

